mut_1,mut_2,mut_3,count,gene_name_1,gene_name_2,gene_name_3,amenable_1,amenable_2,amenable_3,all_amenable,mouse_variant_1,mouse_variant_2,mouse_variant_3,all_mouse
AACR-H0000124-M01,AACR-H0000123-M01,AACR-H0000118-M01,301,CBLB,SMC3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000122-M01,AACR-H0000123-M01,AACR-H0000118-M01,301,PDGFRA,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000118-M01,301,CBLB,PDGFRA,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000123-M01,301,CBLB,PDGFRA,SMC3,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000123-M01,298,CBLB,CBLB,SMC3,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000122-M01,298,CBLB,CBLB,PDGFRA,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000118-M01,298,CBLB,CBLB,SRSF2,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000123-M01,AACR-H0000118-M01,298,CBLB,SMC3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000123-M01,298,CBLB,PDGFRA,SMC3,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000118-M01,298,CBLB,PDGFRA,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000123-M01,292,CBLB,CUX1,SMC3,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000123-M01,AACR-H0000132-M01,292,CBLB,SMC3,RUNX1,False,True,False,False,,True,,False
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000118-M01,292,CBLB,CUX1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000133-M01,292,CBLB,PDGFRA,CUX1,False,True,True,False,,True,True,False
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0000118-M01,292,CUX1,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000118-M01,AACR-H0000132-M01,292,CBLB,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000123-M01,AACR-H0000118-M01,AACR-H0000132-M01,292,SMC3,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000123-M01,292,PDGFRA,CUX1,SMC3,True,True,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000118-M01,292,PDGFRA,CUX1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000123-M01,AACR-H0000132-M01,292,PDGFRA,SMC3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000132-M01,292,CBLB,PDGFRA,RUNX1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000118-M01,AACR-H0000132-M01,292,PDGFRA,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000123-M01,AACR-H0000136-M01,290,CBLB,SMC3,FLT3,False,True,True,False,,True,True,False
AACR-H0000122-M01,AACR-H0000136-M01,AACR-H0000118-M01,290,PDGFRA,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000123-M01,AACR-H0000136-M01,290,PDGFRA,SMC3,FLT3,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000136-M01,290,CBLB,PDGFRA,FLT3,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000136-M01,AACR-H0000118-M01,290,CBLB,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000123-M01,AACR-H0000136-M01,AACR-H0000118-M01,290,SMC3,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000123-M01,289,CBLB,CUX1,SMC3,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000118-M01,AACR-H0000137-M01,289,CBLB,SRSF2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000133-M01,289,CBLB,PDGFRA,CUX1,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000132-M01,289,CBLB,PDGFRA,RUNX1,False,True,False,False,,True,,False
AACR-H0000123-M01,AACR-H0000118-M01,AACR-H0000137-M01,289,SMC3,SRSF2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000132-M01,289,CBLB,CBLB,RUNX1,False,False,False,False,,,,False
AACR-H0000128-M01,AACR-H0000118-M01,AACR-H0000132-M01,289,CBLB,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000133-M01,289,CBLB,CBLB,CUX1,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000123-M01,AACR-H0000132-M01,289,CBLB,SMC3,RUNX1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000123-M01,AACR-H0000137-M01,289,PDGFRA,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000137-M01,289,CBLB,PDGFRA,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000123-M01,AACR-H0000137-M01,289,CBLB,SMC3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000122-M01,AACR-H0000118-M01,AACR-H0000137-M01,289,PDGFRA,SRSF2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000118-M01,289,CBLB,CUX1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000136-M01,287,CBLB,CBLB,FLT3,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000136-M01,AACR-H0000118-M01,287,CBLB,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000136-M01,287,CBLB,PDGFRA,FLT3,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000123-M01,AACR-H0000136-M01,287,CBLB,SMC3,FLT3,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000123-M01,AACR-H0000137-M01,286,CBLB,SMC3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000137-M01,286,CBLB,CBLB,SRSF2,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000137-M01,286,CBLB,PDGFRA,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000118-M01,AACR-H0000137-M01,286,CBLB,SRSF2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0000136-M01,285,CUX1,SMC3,FLT3,True,True,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000136-M01,285,PDGFRA,CUX1,FLT3,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000136-M01,285,CBLB,CUX1,FLT3,False,True,True,False,,True,True,False
AACR-H0000133-M01,AACR-H0000136-M01,AACR-H0000118-M01,285,CUX1,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000142-M01,AACR-H0000118-M01,284,CBLB,CUX1,SRSF2,False,False,True,False,,,True,False
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000142-M01,284,CBLB,PDGFRA,CUX1,False,True,False,False,,True,,False
AACR-H0000124-M01,AACR-H0000142-M01,AACR-H0000123-M01,284,CBLB,CUX1,SMC3,False,False,True,False,,,True,False
AACR-H0000122-M01,AACR-H0000142-M01,AACR-H0000123-M01,284,PDGFRA,CUX1,SMC3,True,False,True,False,True,,True,False
AACR-H0000122-M01,AACR-H0000142-M01,AACR-H0000118-M01,284,PDGFRA,CUX1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000123-M01,AACR-H0000118-M01,284,CUX1,SMC3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000133-M01,AACR-H0000118-M01,AACR-H0000132-M01,283,CUX1,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0000132-M01,283,CUX1,SMC3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000132-M01,283,CBLB,CUX1,RUNX1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000132-M01,283,PDGFRA,CUX1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000136-M01,282,CBLB,CUX1,FLT3,False,True,True,False,,True,True,False
AACR-H0000118-M01,AACR-H0000137-M01,AACR-H0000132-M01,282,SRSF2,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000137-M01,AACR-H0000132-M01,281,CBLB,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000123-M01,AACR-H0000137-M01,AACR-H0000132-M01,281,SMC3,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000136-M01,AACR-H0000132-M01,281,CBLB,FLT3,RUNX1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000142-M01,AACR-H0000118-M01,281,CBLB,CUX1,SRSF2,False,False,True,False,,,True,False
AACR-H0000136-M01,AACR-H0000118-M01,AACR-H0000132-M01,281,FLT3,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000122-M01,AACR-H0000136-M01,AACR-H0000132-M01,281,PDGFRA,FLT3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000142-M01,281,CBLB,PDGFRA,CUX1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000137-M01,AACR-H0000132-M01,281,PDGFRA,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000123-M01,AACR-H0000136-M01,AACR-H0000132-M01,281,SMC3,FLT3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000142-M01,AACR-H0000123-M01,281,CBLB,CUX1,SMC3,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000142-M01,281,CBLB,CBLB,CUX1,False,False,False,False,,,,False
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000137-M01,280,PDGFRA,CUX1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000137-M01,280,CBLB,CUX1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000132-M01,280,CBLB,CUX1,RUNX1,False,True,False,False,,True,,False
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0000137-M01,280,CUX1,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000118-M01,AACR-H0000137-M01,280,CUX1,SRSF2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000123-M01,279,GATA2,PDGFRA,SMC3,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000123-M01,AACR-H0000118-M01,279,GATA2,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000118-M01,279,CBLB,GATA2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000123-M01,279,CBLB,GATA2,SMC3,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000122-M01,279,CBLB,GATA2,PDGFRA,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000118-M01,279,GATA2,PDGFRA,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000136-M01,AACR-H0000118-M01,AACR-H0000137-M01,278,FLT3,SRSF2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000123-M01,AACR-H0000136-M01,AACR-H0000137-M01,278,SMC3,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000136-M01,AACR-H0000137-M01,278,PDGFRA,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000136-M01,AACR-H0000132-M01,278,CBLB,FLT3,RUNX1,False,True,False,False,,True,,False
AACR-H0000124-M01,AACR-H0000136-M01,AACR-H0000137-M01,278,CBLB,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000137-M01,AACR-H0000132-M01,278,CBLB,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000147-M01,AACR-H0000123-M01,AACR-H0000118-M01,277,NRAS,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000122-M01,277,CBLB,GATA2,PDGFRA,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000137-M01,277,CBLB,CUX1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000118-M01,277,CBLB,GATA2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000123-M01,277,NRAS,PDGFRA,SMC3,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000123-M01,277,CBLB,GATA2,SMC3,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000123-M01,277,NRAS,CBLB,SMC3,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000118-M01,277,NRAS,PDGFRA,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000122-M01,277,NRAS,CBLB,PDGFRA,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000118-M01,277,NRAS,CBLB,SRSF2,True,False,True,False,True,,True,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000145-M01,277,CBLB,CBLB,GATA2,False,False,True,False,,,True,False
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000142-M01,276,CBLB,CUX1,CUX1,False,True,False,False,,True,,False
AACR-H0000133-M01,AACR-H0000136-M01,AACR-H0000132-M01,276,CUX1,FLT3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000133-M01,AACR-H0000142-M01,AACR-H0000123-M01,276,CUX1,CUX1,SMC3,True,False,True,False,True,,True,False
AACR-H0000133-M01,AACR-H0000142-M01,AACR-H0000118-M01,276,CUX1,CUX1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000142-M01,276,PDGFRA,CUX1,CUX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000124-M01,275,NRAS,CBLB,CBLB,True,False,False,False,True,,,False
AACR-H0000128-M01,AACR-H0000136-M01,AACR-H0000137-M01,275,CBLB,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000142-M01,AACR-H0000132-M01,275,CBLB,CUX1,RUNX1,False,False,False,False,,,,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000118-M01,275,NRAS,CBLB,SRSF2,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000118-M01,AACR-H0000132-M01,275,CUX1,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000142-M01,AACR-H0000132-M01,275,PDGFRA,CUX1,RUNX1,True,False,False,False,True,,,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000123-M01,275,NRAS,CBLB,SMC3,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000123-M01,AACR-H0000132-M01,275,CUX1,SMC3,RUNX1,False,True,False,False,,True,,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000122-M01,275,NRAS,CBLB,PDGFRA,True,False,True,False,True,,True,False
AACR-H0000122-M01,AACR-H0000142-M01,AACR-H0000137-M01,273,PDGFRA,CUX1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000122-M01,AACR-H0000142-M01,AACR-H0000136-M01,273,PDGFRA,CUX1,FLT3,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000123-M01,AACR-H0000137-M01,273,CUX1,SMC3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000142-M01,AACR-H0000118-M01,AACR-H0000137-M01,273,CUX1,SRSF2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000133-M01,AACR-H0000136-M01,AACR-H0000137-M01,273,CUX1,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000142-M01,AACR-H0000136-M01,AACR-H0000118-M01,273,CUX1,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000142-M01,AACR-H0000136-M01,273,CBLB,CUX1,FLT3,False,False,True,False,,,True,False
AACR-H0000142-M01,AACR-H0000123-M01,AACR-H0000136-M01,273,CUX1,SMC3,FLT3,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000142-M01,AACR-H0000137-M01,273,CBLB,CUX1,SRSF2,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000142-M01,273,CBLB,CUX1,CUX1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000142-M01,AACR-H0000132-M01,272,CBLB,CUX1,RUNX1,False,False,False,False,,,,False
AACR-H0000133-M01,AACR-H0000137-M01,AACR-H0000132-M01,272,CUX1,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000118-M01,AACR-H0000132-M01,271,GATA2,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000133-M01,271,CBLB,GATA2,CUX1,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000133-M01,AACR-H0000118-M01,271,GATA2,CUX1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000133-M01,271,GATA2,PDGFRA,CUX1,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000133-M01,AACR-H0000123-M01,271,GATA2,CUX1,SMC3,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000142-M01,AACR-H0000136-M01,270,CBLB,CUX1,FLT3,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000142-M01,AACR-H0000137-M01,270,CBLB,CUX1,SRSF2,False,False,True,False,,,True,False
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000132-M01,270,GATA2,PDGFRA,RUNX1,True,True,False,False,True,True,,False
AACR-H0000136-M01,AACR-H0000137-M01,AACR-H0000132-M01,270,FLT3,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000132-M01,270,CBLB,GATA2,RUNX1,False,True,False,False,,True,,False
AACR-H0000145-M01,AACR-H0000123-M01,AACR-H0000132-M01,270,GATA2,SMC3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000118-M01,AACR-H0000137-M01,270,GATA2,SRSF2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000142-M01,AACR-H0000136-M01,269,CUX1,CUX1,FLT3,True,False,True,False,True,,True,False
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000136-M01,269,CBLB,GATA2,FLT3,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000123-M01,AACR-H0000136-M01,269,GATA2,SMC3,FLT3,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000136-M01,AACR-H0000118-M01,269,GATA2,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000137-M01,269,CBLB,GATA2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000133-M01,269,CBLB,GATA2,CUX1,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000137-M01,269,GATA2,PDGFRA,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000136-M01,269,GATA2,PDGFRA,FLT3,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000123-M01,AACR-H0000137-M01,269,GATA2,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000123-M01,AACR-H0000132-M01,268,NRAS,SMC3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000133-M01,268,NRAS,PDGFRA,CUX1,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000133-M01,AACR-H0000123-M01,268,NRAS,CUX1,SMC3,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000133-M01,AACR-H0000118-M01,268,NRAS,CUX1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000132-M01,268,NRAS,PDGFRA,RUNX1,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000132-M01,268,CBLB,GATA2,RUNX1,False,True,False,False,,True,,False
AACR-H0000147-M01,AACR-H0000118-M01,AACR-H0000132-M01,268,NRAS,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000132-M01,268,NRAS,CBLB,RUNX1,True,False,False,False,True,,,False
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000133-M01,268,NRAS,CBLB,CUX1,True,False,True,False,True,,True,False
AACR-H0000133-M01,AACR-H0000142-M01,AACR-H0000132-M01,267,CUX1,CUX1,RUNX1,True,False,False,False,True,,,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000137-M01,267,CBLB,GATA2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000136-M01,267,CBLB,GATA2,FLT3,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000136-M01,266,NRAS,PDGFRA,FLT3,True,True,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0000123-M01,AACR-H0000118-M01,266,NOTCH1,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000123-M01,AACR-H0000136-M01,266,NRAS,SMC3,FLT3,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000158-M01,AACR-H0000118-M01,266,CBLB,NOTCH1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000158-M01,266,CBLB,PDGFRA,NOTCH1,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000136-M01,266,NRAS,CBLB,FLT3,True,False,True,False,True,,True,False
AACR-H0000122-M01,AACR-H0000158-M01,AACR-H0000118-M01,266,PDGFRA,NOTCH1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000158-M01,AACR-H0000123-M01,266,PDGFRA,NOTCH1,SMC3,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000133-M01,266,NRAS,CBLB,CUX1,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000132-M01,266,NRAS,CBLB,RUNX1,True,False,False,False,True,,,False
AACR-H0000147-M01,AACR-H0000136-M01,AACR-H0000118-M01,266,NRAS,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000158-M01,AACR-H0000123-M01,266,CBLB,NOTCH1,SMC3,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000137-M01,265,NRAS,CBLB,SRSF2,True,False,True,False,True,,True,False
AACR-H0000145-M01,AACR-H0000142-M01,AACR-H0000123-M01,265,GATA2,CUX1,SMC3,True,False,True,False,True,,True,False
AACR-H0000145-M01,AACR-H0000142-M01,AACR-H0000118-M01,265,GATA2,CUX1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000137-M01,AACR-H0000132-M01,265,CUX1,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000133-M01,AACR-H0000142-M01,AACR-H0000137-M01,265,CUX1,CUX1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000137-M01,265,NRAS,PDGFRA,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000118-M01,AACR-H0000137-M01,265,NRAS,SRSF2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000123-M01,AACR-H0000137-M01,265,NRAS,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000142-M01,265,GATA2,PDGFRA,CUX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000142-M01,265,CBLB,GATA2,CUX1,False,True,False,False,,True,,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000136-M01,264,NRAS,CBLB,FLT3,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000136-M01,AACR-H0000132-M01,264,CUX1,FLT3,RUNX1,False,True,False,False,,True,,False
AACR-H0000145-M01,AACR-H0000133-M01,AACR-H0000136-M01,264,GATA2,CUX1,FLT3,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000158-M01,263,CBLB,CBLB,NOTCH1,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000158-M01,AACR-H0000118-M01,263,CBLB,NOTCH1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000158-M01,AACR-H0000123-M01,263,CBLB,NOTCH1,SMC3,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000142-M01,263,CBLB,GATA2,CUX1,False,True,False,False,,True,,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000137-M01,263,NRAS,CBLB,SRSF2,True,False,True,False,True,,True,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000158-M01,263,CBLB,PDGFRA,NOTCH1,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000133-M01,AACR-H0000132-M01,262,GATA2,CUX1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000137-M01,AACR-H0000132-M01,262,GATA2,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000142-M01,AACR-H0000136-M01,AACR-H0000137-M01,262,CUX1,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000133-M01,AACR-H0000137-M01,261,GATA2,CUX1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000133-M01,AACR-H0000136-M01,261,NRAS,CUX1,FLT3,True,True,True,True,True,True,True,True
