mut_1,mut_2,mut_3,count,gene_name_1,gene_name_2,gene_name_3,amenable_1,amenable_2,amenable_3,all_amenable,mouse_variant_1,mouse_variant_2,mouse_variant_3,all_mouse
AACR-H0000185-M01,AACR-H0000123-M01,AACR-H0000132-M01,233,CSF3R,SMC3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000123-M01,AACR-H0000136-M01,233,CSF3R,SMC3,FLT3,True,True,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000124-M01,AACR-H0000132-M01,233,CSF3R,CBLB,RUNX1,True,False,False,False,True,,,False
AACR-H0000185-M01,AACR-H0000124-M01,AACR-H0000136-M01,233,CSF3R,CBLB,FLT3,True,False,True,False,True,,True,False
AACR-H0000180-M01,AACR-H0000166-M01,AACR-H0000123-M01,233,NOTCH1,NOTCH1,SMC3,False,True,True,False,,True,True,False
AACR-H0000168-M01,AACR-H0000178-M01,AACR-H0000137-M01,233,NOTCH1,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000118-M01,AACR-H0000137-M01,232,CSF3R,SRSF2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0000137-M01,AACR-H0000132-M01,232,NOTCH1,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000172-M01,AACR-H0000145-M01,AACR-H0000132-M01,232,CBLB,GATA2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000178-M01,AACR-H0000137-M01,AACR-H0000132-M01,232,NOTCH1,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000166-M01,AACR-H0000178-M01,AACR-H0000136-M01,232,NOTCH1,NOTCH1,FLT3,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000166-M01,AACR-H0000132-M01,232,NRAS,NOTCH1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000145-M01,AACR-H0000158-M01,232,NRAS,GATA2,NOTCH1,True,True,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0000178-M01,AACR-H0000136-M01,232,NOTCH1,NOTCH1,FLT3,True,False,True,False,True,,True,False
AACR-H0000133-M01,AACR-H0000178-M01,AACR-H0000137-M01,232,CUX1,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000172-M01,AACR-H0000136-M01,232,NRAS,CBLB,FLT3,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000172-M01,AACR-H0000133-M01,232,NRAS,CBLB,CUX1,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000168-M01,AACR-H0000132-M01,232,NRAS,NOTCH1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000128-M01,AACR-H0000132-M01,231,CSF3R,CBLB,RUNX1,True,False,False,False,True,,,False
AACR-H0000145-M01,AACR-H0000142-M01,AACR-H0000166-M01,231,GATA2,CUX1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000198-M01,231,CBLB,PDGFRA,RUNX1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000123-M01,AACR-H0000198-M01,231,PDGFRA,SMC3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000172-M01,AACR-H0000145-M01,AACR-H0000136-M01,231,CBLB,GATA2,FLT3,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000142-M01,AACR-H0000180-M01,231,CBLB,CUX1,NOTCH1,False,False,False,False,,,,False
AACR-H0000124-M01,AACR-H0000118-M01,AACR-H0000198-M01,231,CBLB,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000172-M01,AACR-H0000145-M01,AACR-H0000133-M01,231,CBLB,GATA2,CUX1,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000142-M01,AACR-H0000168-M01,231,GATA2,CUX1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000172-M01,AACR-H0000142-M01,AACR-H0000137-M01,231,CBLB,CUX1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000133-M01,AACR-H0000180-M01,AACR-H0000137-M01,231,CUX1,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000166-M01,AACR-H0000178-M01,231,CUX1,NOTCH1,NOTCH1,False,True,False,False,,True,,False
AACR-H0000185-M01,AACR-H0000122-M01,AACR-H0000137-M01,231,CSF3R,PDGFRA,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000123-M01,AACR-H0000118-M01,AACR-H0000198-M01,231,SMC3,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000123-M01,AACR-H0000137-M01,231,CSF3R,SMC3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000124-M01,AACR-H0000137-M01,231,CSF3R,CBLB,SRSF2,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000168-M01,AACR-H0000178-M01,231,CUX1,NOTCH1,NOTCH1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000118-M01,AACR-H0000198-M01,231,PDGFRA,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000178-M01,231,CBLB,GATA2,NOTCH1,False,True,False,False,,True,,False
AACR-H0000185-M01,AACR-H0000128-M01,AACR-H0000136-M01,231,CSF3R,CBLB,FLT3,True,False,True,False,True,,True,False
AACR-H0000128-M01,AACR-H0000180-M01,AACR-H0000166-M01,231,CBLB,NOTCH1,NOTCH1,False,False,True,False,,,True,False
AACR-H0000124-M01,AACR-H0000123-M01,AACR-H0000198-M01,231,CBLB,SMC3,RUNX1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000180-M01,AACR-H0000168-M01,231,CBLB,NOTCH1,NOTCH1,False,False,True,False,,,True,False
AACR-H0000128-M01,AACR-H0000118-M01,AACR-H0000198-M01,230,CBLB,SRSF2,RUNX1,False,True,False,False,,True,,False
AACR-H0000145-M01,AACR-H0000180-M01,AACR-H0000118-M01,230,GATA2,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000178-M01,AACR-H0000123-M01,230,NRAS,NOTCH1,SMC3,True,False,True,False,True,,True,False
AACR-H0000124-M01,AACR-H0000118-M01,AACR-H0000203-M01,230,CBLB,SRSF2,SETBP1,False,True,False,False,,True,,False
AACR-H0000180-M01,AACR-H0000136-M01,AACR-H0000132-M01,230,NOTCH1,FLT3,RUNX1,False,True,False,False,,True,,False
AACR-H0000185-M01,AACR-H0000142-M01,AACR-H0000118-M01,230,CSF3R,CUX1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000142-M01,AACR-H0000123-M01,230,CSF3R,CUX1,SMC3,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000178-M01,AACR-H0000118-M01,230,NRAS,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000124-M01,AACR-H0000123-M01,AACR-H0000203-M01,230,CBLB,SMC3,SETBP1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000198-M01,230,CBLB,CBLB,RUNX1,False,False,False,False,,,,False
AACR-H0000178-M01,AACR-H0000136-M01,AACR-H0000132-M01,230,NOTCH1,FLT3,RUNX1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000198-M01,230,CBLB,PDGFRA,RUNX1,False,True,False,False,,True,,False
AACR-H0000123-M01,AACR-H0000118-M01,AACR-H0000203-M01,230,SMC3,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000122-M01,AACR-H0000142-M01,230,CSF3R,PDGFRA,CUX1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000133-M01,AACR-H0000136-M01,230,CSF3R,CUX1,FLT3,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000123-M01,AACR-H0000198-M01,230,CBLB,SMC3,RUNX1,False,True,False,False,,True,,False
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000178-M01,230,NRAS,CBLB,NOTCH1,True,False,False,False,True,,,False
AACR-H0000145-M01,AACR-H0000180-M01,AACR-H0000158-M01,230,GATA2,NOTCH1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000122-M01,AACR-H0000123-M01,AACR-H0000203-M01,230,PDGFRA,SMC3,SETBP1,True,True,False,False,True,True,,False
AACR-H0000158-M01,AACR-H0000178-M01,AACR-H0000137-M01,230,NOTCH1,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000178-M01,230,NRAS,PDGFRA,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000124-M01,AACR-H0000142-M01,230,CSF3R,CBLB,CUX1,True,False,False,False,True,,,False
AACR-H0000124-M01,AACR-H0000122-M01,AACR-H0000203-M01,230,CBLB,PDGFRA,SETBP1,False,True,False,False,,True,,False
AACR-H0000133-M01,AACR-H0000142-M01,AACR-H0000178-M01,230,CUX1,CUX1,NOTCH1,True,False,False,False,True,,,False
AACR-H0000122-M01,AACR-H0000118-M01,AACR-H0000203-M01,230,PDGFRA,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000168-M01,AACR-H0000136-M01,229,NRAS,NOTCH1,FLT3,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000168-M01,AACR-H0000137-M01,229,NRAS,NOTCH1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000122-M01,AACR-H0000180-M01,229,NRAS,PDGFRA,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000180-M01,AACR-H0000123-M01,229,GATA2,NOTCH1,SMC3,True,False,True,False,True,,True,False
AACR-H0000124-M01,AACR-H0000145-M01,AACR-H0000180-M01,229,CBLB,GATA2,NOTCH1,False,True,False,False,,True,,False
AACR-H0000145-M01,AACR-H0000168-M01,AACR-H0000178-M01,229,GATA2,NOTCH1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000166-M01,AACR-H0000178-M01,229,GATA2,NOTCH1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000158-M01,AACR-H0000178-M01,AACR-H0000136-M01,229,NOTCH1,NOTCH1,FLT3,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000166-M01,AACR-H0000137-M01,229,NRAS,NOTCH1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000122-M01,AACR-H0000180-M01,229,GATA2,PDGFRA,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000180-M01,AACR-H0000118-M01,229,NRAS,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000180-M01,AACR-H0000123-M01,229,NRAS,NOTCH1,SMC3,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000128-M01,AACR-H0000137-M01,229,CSF3R,CBLB,SRSF2,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000180-M01,AACR-H0000158-M01,229,NRAS,NOTCH1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000166-M01,AACR-H0000136-M01,229,NRAS,NOTCH1,FLT3,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000124-M01,AACR-H0000180-M01,229,NRAS,CBLB,NOTCH1,True,False,False,False,True,,,False
AACR-H0000142-M01,AACR-H0000178-M01,AACR-H0000132-M01,228,CUX1,NOTCH1,RUNX1,False,False,False,False,,,,False
AACR-H0000128-M01,AACR-H0000122-M01,AACR-H0000203-M01,228,CBLB,PDGFRA,SETBP1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000123-M01,AACR-H0000203-M01,228,CBLB,SMC3,SETBP1,False,True,False,False,,True,,False
AACR-H0000142-M01,AACR-H0000158-M01,AACR-H0000178-M01,228,CUX1,NOTCH1,NOTCH1,False,True,False,False,,True,,False
AACR-H0000147-M01,AACR-H0000172-M01,AACR-H0000137-M01,228,NRAS,CBLB,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000124-M01,AACR-H0000203-M01,228,CBLB,CBLB,SETBP1,False,False,False,False,,,,False
AACR-H0000185-M01,AACR-H0000128-M01,AACR-H0000142-M01,228,CSF3R,CBLB,CUX1,True,False,False,False,True,,,False
AACR-H0000128-M01,AACR-H0000118-M01,AACR-H0000203-M01,228,CBLB,SRSF2,SETBP1,False,True,False,False,,True,,False
AACR-H0000172-M01,AACR-H0000145-M01,AACR-H0000137-M01,228,CBLB,GATA2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000133-M01,AACR-H0000178-M01,228,GATA2,CUX1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000180-M01,AACR-H0000136-M01,AACR-H0000137-M01,228,NOTCH1,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000178-M01,228,NRAS,CBLB,NOTCH1,True,False,False,False,True,,,False
AACR-H0000180-M01,AACR-H0000166-M01,AACR-H0000132-M01,227,NOTCH1,NOTCH1,RUNX1,False,True,False,False,,True,,False
AACR-H0000178-M01,AACR-H0000136-M01,AACR-H0000137-M01,227,NOTCH1,FLT3,SRSF2,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000145-M01,AACR-H0000180-M01,227,CBLB,GATA2,NOTCH1,False,True,False,False,,True,,False
AACR-H0000172-M01,AACR-H0000158-M01,AACR-H0000123-M01,227,CBLB,NOTCH1,SMC3,True,True,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000158-M01,AACR-H0000118-M01,227,CBLB,NOTCH1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000124-M01,AACR-H0000158-M01,227,CBLB,CBLB,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000128-M01,AACR-H0000172-M01,AACR-H0000158-M01,227,CBLB,CBLB,NOTCH1,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000128-M01,AACR-H0000180-M01,227,NRAS,CBLB,NOTCH1,True,False,False,False,True,,,False
AACR-H0000172-M01,AACR-H0000122-M01,AACR-H0000158-M01,227,CBLB,PDGFRA,NOTCH1,True,True,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0000168-M01,AACR-H0000132-M01,227,NOTCH1,NOTCH1,RUNX1,False,True,False,False,,True,,False
AACR-H0000185-M01,AACR-H0000145-M01,AACR-H0000118-M01,226,CSF3R,GATA2,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0000203-M01,226,CUX1,SMC3,SETBP1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000172-M01,AACR-H0000145-M01,226,NRAS,CBLB,GATA2,True,True,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000118-M01,AACR-H0000203-M01,226,CUX1,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000172-M01,AACR-H0000142-M01,226,NRAS,CBLB,CUX1,True,True,False,False,True,True,,False
AACR-H0000133-M01,AACR-H0000180-M01,AACR-H0000166-M01,226,CUX1,NOTCH1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000133-M01,AACR-H0000180-M01,AACR-H0000168-M01,226,CUX1,NOTCH1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000133-M01,AACR-H0000118-M01,AACR-H0000198-M01,226,CUX1,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000133-M01,AACR-H0000142-M01,AACR-H0000180-M01,226,CUX1,CUX1,NOTCH1,True,False,False,False,True,,,False
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000203-M01,226,PDGFRA,CUX1,SETBP1,True,True,False,False,True,True,,False
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0000198-M01,226,PDGFRA,CUX1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000142-M01,AACR-H0000166-M01,226,NRAS,CUX1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000142-M01,AACR-H0000168-M01,226,NRAS,CUX1,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000145-M01,AACR-H0000166-M01,226,NRAS,GATA2,NOTCH1,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000145-M01,AACR-H0000168-M01,226,NRAS,GATA2,NOTCH1,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000158-M01,AACR-H0000178-M01,226,GATA2,NOTCH1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0000198-M01,226,CUX1,SMC3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000178-M01,AACR-H0000132-M01,226,GATA2,NOTCH1,RUNX1,True,False,False,False,True,,,False
AACR-H0000172-M01,AACR-H0000145-M01,AACR-H0000142-M01,226,CBLB,GATA2,CUX1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000133-M01,AACR-H0000132-M01,226,CSF3R,CUX1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000198-M01,226,CBLB,CUX1,RUNX1,False,True,False,False,,True,,False
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0000203-M01,226,CBLB,CUX1,SETBP1,False,True,False,False,,True,,False
AACR-H0000142-M01,AACR-H0000180-M01,AACR-H0000132-M01,226,CUX1,NOTCH1,RUNX1,False,False,False,False,,,,False
AACR-H0000142-M01,AACR-H0000178-M01,AACR-H0000137-M01,226,CUX1,NOTCH1,SRSF2,False,False,True,False,,,True,False
AACR-H0000180-M01,AACR-H0000168-M01,AACR-H0000137-M01,225,NOTCH1,NOTCH1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000185-M01,AACR-H0000147-M01,AACR-H0000122-M01,225,CSF3R,NRAS,PDGFRA,True,True,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000145-M01,AACR-H0000122-M01,225,CSF3R,GATA2,PDGFRA,True,True,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0000166-M01,AACR-H0000137-M01,225,NOTCH1,NOTCH1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000142-M01,AACR-H0000180-M01,AACR-H0000137-M01,225,CUX1,NOTCH1,SRSF2,False,False,True,False,,,True,False
AACR-H0000145-M01,AACR-H0000178-M01,AACR-H0000137-M01,225,GATA2,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000147-M01,AACR-H0000118-M01,225,CSF3R,NRAS,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000147-M01,AACR-H0000123-M01,225,CSF3R,NRAS,SMC3,True,True,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000124-M01,AACR-H0000145-M01,225,CSF3R,CBLB,GATA2,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000147-M01,AACR-H0000124-M01,225,CSF3R,NRAS,CBLB,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000198-M01,225,CBLB,CUX1,RUNX1,False,True,False,False,,True,,False
AACR-H0000142-M01,AACR-H0000178-M01,AACR-H0000136-M01,225,CUX1,NOTCH1,FLT3,False,False,True,False,,,True,False
AACR-H0000185-M01,AACR-H0000145-M01,AACR-H0000123-M01,225,CSF3R,GATA2,SMC3,True,True,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000133-M01,AACR-H0000142-M01,224,CSF3R,CUX1,CUX1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000128-M01,AACR-H0000145-M01,224,CSF3R,CBLB,GATA2,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000147-M01,AACR-H0000128-M01,224,CSF3R,NRAS,CBLB,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000168-M01,AACR-H0000178-M01,224,NRAS,NOTCH1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0000203-M01,224,CBLB,CUX1,SETBP1,False,True,False,False,,True,,False
AACR-H0000136-M01,AACR-H0000118-M01,AACR-H0000203-M01,224,FLT3,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000123-M01,AACR-H0000136-M01,AACR-H0000203-M01,224,SMC3,FLT3,SETBP1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000133-M01,AACR-H0000178-M01,224,NRAS,CUX1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000133-M01,AACR-H0000137-M01,224,CSF3R,CUX1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000166-M01,AACR-H0000178-M01,224,NRAS,NOTCH1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000136-M01,AACR-H0000132-M01,224,CSF3R,FLT3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000137-M01,AACR-H0000132-M01,224,CSF3R,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000122-M01,AACR-H0000136-M01,AACR-H0000203-M01,224,PDGFRA,FLT3,SETBP1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000136-M01,AACR-H0000203-M01,224,CBLB,FLT3,SETBP1,False,True,False,False,,True,,False
AACR-H0000180-M01,AACR-H0000168-M01,AACR-H0000136-M01,223,NOTCH1,NOTCH1,FLT3,False,True,True,False,,True,True,False
AACR-H0000118-M01,AACR-H0000132-M01,AACR-H0000198-M01,223,SRSF2,RUNX1,RUNX1,True,False,False,False,True,,,False
AACR-H0000145-M01,AACR-H0000178-M01,AACR-H0000136-M01,223,GATA2,NOTCH1,FLT3,True,False,True,False,True,,True,False
AACR-H0000145-M01,AACR-H0000180-M01,AACR-H0000137-M01,223,GATA2,NOTCH1,SRSF2,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000180-M01,AACR-H0000136-M01,223,CUX1,NOTCH1,FLT3,False,False,True,False,,,True,False
AACR-H0000145-M01,AACR-H0000133-M01,AACR-H0000180-M01,223,GATA2,CUX1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000158-M01,AACR-H0000178-M01,223,NRAS,NOTCH1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000180-M01,AACR-H0000158-M01,AACR-H0000178-M01,223,NOTCH1,NOTCH1,NOTCH1,False,True,False,False,,True,,False
AACR-H0000180-M01,AACR-H0000166-M01,AACR-H0000136-M01,223,NOTCH1,NOTCH1,FLT3,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000180-M01,AACR-H0000132-M01,223,GATA2,NOTCH1,RUNX1,True,False,False,False,True,,,False
AACR-H0000180-M01,AACR-H0000178-M01,AACR-H0000118-M01,223,NOTCH1,NOTCH1,SRSF2,False,False,True,False,,,True,False
AACR-H0000123-M01,AACR-H0000132-M01,AACR-H0000198-M01,222,SMC3,RUNX1,RUNX1,True,False,False,False,True,,,False
AACR-H0000147-M01,AACR-H0000178-M01,AACR-H0000132-M01,222,NRAS,NOTCH1,RUNX1,True,False,False,False,True,,,False
AACR-H0000122-M01,AACR-H0000137-M01,AACR-H0000203-M01,222,PDGFRA,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000203-M01,AACR-H0000132-M01,222,CBLB,SETBP1,RUNX1,False,False,False,False,,,,False
AACR-H0000147-M01,AACR-H0000133-M01,AACR-H0000180-M01,222,NRAS,CUX1,NOTCH1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000142-M01,AACR-H0000178-M01,222,GATA2,CUX1,NOTCH1,True,False,False,False,True,,,False
AACR-H0000133-M01,AACR-H0000136-M01,AACR-H0000203-M01,222,CUX1,FLT3,SETBP1,True,True,False,False,True,True,,False
AACR-H0000122-M01,AACR-H0000136-M01,AACR-H0000198-M01,222,PDGFRA,FLT3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000180-M01,AACR-H0000178-M01,222,CBLB,NOTCH1,NOTCH1,False,False,False,False,,,,False
AACR-H0000123-M01,AACR-H0000136-M01,AACR-H0000198-M01,222,SMC3,FLT3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000123-M01,AACR-H0000203-M01,AACR-H0000132-M01,222,SMC3,SETBP1,RUNX1,True,False,False,False,True,,,False
AACR-H0000128-M01,AACR-H0000136-M01,AACR-H0000203-M01,222,CBLB,FLT3,SETBP1,False,True,False,False,,True,,False
AACR-H0000172-M01,AACR-H0000158-M01,AACR-H0000132-M01,222,CBLB,NOTCH1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000136-M01,AACR-H0000118-M01,AACR-H0000198-M01,222,FLT3,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000180-M01,AACR-H0000132-M01,222,NRAS,NOTCH1,RUNX1,True,False,False,False,True,,,False
AACR-H0000123-M01,AACR-H0000137-M01,AACR-H0000203-M01,222,SMC3,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000136-M01,AACR-H0000137-M01,222,CSF3R,FLT3,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000132-M01,AACR-H0000198-M01,222,CBLB,RUNX1,RUNX1,False,False,False,False,,,,False
AACR-H0000122-M01,AACR-H0000132-M01,AACR-H0000198-M01,222,PDGFRA,RUNX1,RUNX1,True,False,False,False,True,,,False
AACR-H0000180-M01,AACR-H0000178-M01,AACR-H0000123-M01,222,NOTCH1,NOTCH1,SMC3,False,False,True,False,,,True,False
AACR-H0000118-M01,AACR-H0000203-M01,AACR-H0000132-M01,222,SRSF2,SETBP1,RUNX1,True,False,False,False,True,,,False
AACR-H0000118-M01,AACR-H0000137-M01,AACR-H0000203-M01,222,SRSF2,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000136-M01,AACR-H0000198-M01,222,CBLB,FLT3,RUNX1,False,True,False,False,,True,,False
AACR-H0000124-M01,AACR-H0000137-M01,AACR-H0000203-M01,222,CBLB,SRSF2,SETBP1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000180-M01,AACR-H0000178-M01,222,PDGFRA,NOTCH1,NOTCH1,True,False,False,False,True,,,False
AACR-H0000122-M01,AACR-H0000203-M01,AACR-H0000132-M01,222,PDGFRA,SETBP1,RUNX1,True,False,False,False,True,,,False
AACR-H0000172-M01,AACR-H0000124-M01,AACR-H0000166-M01,221,CBLB,CBLB,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000180-M01,AACR-H0000168-M01,221,CUX1,NOTCH1,NOTCH1,False,False,True,False,,,True,False
AACR-H0000122-M01,AACR-H0000142-M01,AACR-H0000198-M01,221,PDGFRA,CUX1,RUNX1,True,False,False,False,True,,,False
AACR-H0000172-M01,AACR-H0000124-M01,AACR-H0000168-M01,221,CBLB,CBLB,NOTCH1,True,False,True,False,True,,True,False
AACR-H0000172-M01,AACR-H0000168-M01,AACR-H0000118-M01,221,CBLB,NOTCH1,SRSF2,True,True,True,True,True,True,True,True
